,assessment_get,assistance_get,claim_get,damage_state,damage_state_start,damage_value,damage_value_start,gave_up_home_search,gave_up_money_search,home_get,inspection_get,latitude,loan_get,longitude,permit_get,story
2323,25.46070817176519,,,None,Slight,0.0,1432.0,0.0,0.0,59.4177550438058,19.279064552448315,46.604445,,-123.951549,57.4177550438058,
2324,25.46070817176519,,,None,Slight,0.0,1066.0,0.0,0.0,59.4177550438058,19.279064552448315,46.598108,,-123.9292,57.4177550438058,
2325,25.46070817176519,,,None,Moderate,0.0,2490.0,0.0,0.0,87.4177550438058,19.279064552448315,46.595236,,-123.93064,57.4177550438058,
2326,25.46070817176519,,,None,Slight,0.0,932.0,0.0,0.0,59.4177550438058,19.279064552448315,46.591692,,-123.913168,57.4177550438058,
2327,25.46070817176519,,,None,Slight,0.0,2146.0,0.0,0.0,59.4177550438058,19.279064552448315,46.587088,,-123.90269,57.4177550438058,
2328,25.46070817176519,,,None,Slight,0.0,244.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746139,,-124.083607,57.4177550438058,
2329,25.46070817176519,,,None,Slight,0.0,762.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746062,,-124.082919,57.4177550438058,
2330,25.46070817176519,,,None,Slight,0.0,170.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746379,,-124.086145,57.4177550438058,
2331,25.46070817176519,,,None,Slight,0.0,586.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746711,,-124.083839,57.4177550438058,
2332,25.46070817176519,,,None,Slight,0.0,332.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746749,,-124.08423,57.4177550438058,
2333,25.46070817176519,,,None,Slight,0.0,938.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746786,,-124.084622,57.4177550438058,
2334,25.46070817176519,,,None,Slight,0.0,232.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746824,,-124.085011,57.4177550438058,
2335,25.46070817176519,,,None,Slight,0.0,570.0,0.0,0.0,59.4177550438058,19.279064552448315,46.746861,,-124.085401,57.4177550438058,
2336,25.46070817176519,,,None,Slight,0.0,478.0,0.0,0.0,59.4177550438058,19.279064552448315,46.745986,,-124.086632,57.4177550438058,
2337,25.46070817176519,,,None,Slight,0.0,664.0,0.0,0.0,59.4177550438058,19.279064552448315,46.747431,,-124.086736,57.4177550438058,
2338,25.46070817176519,,,None,Slight,0.0,356.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748126,,-124.083667,57.4177550438058,
2339,25.46070817176519,,,None,Slight,0.0,184.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748078,,-124.083319,57.4177550438058,
2340,25.46070817176519,,,None,Slight,0.0,684.0,0.0,0.0,59.4177550438058,19.279064552448315,46.747896,,-124.085841,57.4177550438058,
2341,25.46070817176519,,,None,Slight,0.0,450.0,0.0,0.0,59.4177550438058,19.279064552448315,46.747973,,-124.086624,57.4177550438058,
2342,25.46070817176519,,,None,Slight,0.0,594.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748412,,-124.086533,57.4177550438058,
2343,25.46070817176519,,,None,Slight,0.0,304.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748373,,-124.086139,57.4177550438058,
2344,25.46070817176519,,,None,Slight,0.0,812.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748629,,-124.083457,57.4177550438058,
2345,25.46070817176519,,,None,Slight,0.0,732.0,0.0,0.0,59.4177550438058,19.279064552448315,46.749121,,-124.083728,57.4177550438058,
2346,25.46070817176519,,,None,Slight,0.0,496.0,0.0,0.0,59.4177550438058,19.279064552448315,46.749591,,-124.084542,57.4177550438058,
2347,25.46070817176519,,,None,Slight,0.0,594.0,0.0,0.0,59.4177550438058,19.279064552448315,46.748759,,-124.085009,57.4177550438058,
2348,25.46070817176519,,,None,Slight,0.0,830.0,0.0,0.0,59.4177550438058,19.279064552448315,46.749368,,-124.085803,57.4177550438058,
2349,25.46070817176519,,,None,Slight,0.0,496.0,0.0,0.0,59.4177550438058,19.279064552448315,46.750148,,-124.085807,57.4177550438058,
