,assessment_get,assistance_get,claim_get,damage_state,damage_state_start,damage_value,damage_value_start,gave_up_home_search,gave_up_money_search,home_get,inspection_get,latitude,loan_get,longitude,permit_get,story
0,70.63652059776074,35.49953419505217,,Extensive,Extensive,39900.0,39900.0,0.0,0.0,,4.819766138112079,46.62482,64.45487697844386,-123.655925,105.59527155845025,
1,41.68117781436904,35.49953419505217,,None,Extensive,0.0,15225.0,0.0,0.0,103.63822468640964,4.819766138112079,46.623327,,-123.656808,73.63822468640964,
2,41.68117781436904,35.49953419505217,,None,Extensive,0.0,25950.0,0.0,0.0,103.63822468640964,4.819766138112079,46.624823,,-123.657676,73.63822468640964,
3,41.68117781436904,35.49953419505217,,None,Complete,0.0,24899.999999999993,0.0,0.0,133.63822468640964,4.819766138112079,46.678339,,-123.719422,73.63822468640964,
4,41.68117781436904,35.49953419505217,,None,Extensive,0.0,4612.5,0.0,0.0,103.63822468640964,4.819766138112079,46.559342,,-123.553063,73.63822468640964,
5,70.63652059776074,35.49953419505217,,Complete,Complete,47299.99999999999,47299.99999999999,0.0,0.0,,4.819766138112079,46.69439,64.45487697844386,-123.744599,105.59527155845025,
6,70.63652059776074,35.49953419505217,,Complete,Complete,62999.999999999985,62999.999999999985,0.0,0.0,,4.819766138112079,46.692237,64.45487697844386,-123.746256,105.59527155845025,
7,70.63652059776074,35.49953419505217,,Complete,Complete,66599.99999999999,66599.99999999999,0.0,0.0,,4.819766138112079,46.692545,64.45487697844386,-123.746265,105.59527155845025,
8,41.68117781436904,35.49953419505217,,None,Extensive,0.0,36375.0,0.0,0.0,103.63822468640964,4.819766138112079,46.67774,,-123.742973,73.63822468640964,
9,41.68117781436904,35.49953419505217,,None,Extensive,0.0,14512.5,0.0,0.0,103.63822468640964,4.819766138112079,46.676757,,-123.742416,73.63822468640964,
10,41.68117781436904,35.49953419505217,,None,Extensive,0.0,30450.0,0.0,0.0,103.63822468640964,4.819766138112079,46.675089,,-123.741674,73.63822468640964,
